total,wins,losses,win_rate_pct,profit_factor,net_pnl_usdt,gross_profit,gross_loss,avg_win,avg_loss,long_trades,short_trades,long_pnl,short_pnl,exits_target,exits_sl,exits_t1,exits_eod,htf_min,sub_min,sl_buf,profit_floor_pts,profit_cap_pts,lots
79,32,47,40.5,0.86,-1.0767,6.6402,7.7169,0.2075,0.1642,69,10,-0.7757,-0.301,0,75,4,0,180,30,200,200,1000,1
88,34,54,38.6,0.858,-1.2777,7.7374,9.0151,0.2276,0.1669,79,9,-1.9481,0.6704,9,78,1,0,120,15,200,0,500,1
88,34,54,38.6,0.858,-1.2777,7.7374,9.0151,0.2276,0.1669,79,9,-1.9481,0.6704,9,78,1,0,120,15,200,200,500,1
90,34,56,37.8,0.856,-1.7964,10.6701,12.4665,0.3138,0.2226,87,3,-2.0485,0.2521,8,66,16,0,60,30,300,0,500,1
83,31,52,37.3,0.854,-1.4923,8.7317,10.224,0.2817,0.1966,70,13,-0.8526,-0.6397,25,57,1,0,120,60,300,200,300,1
64,24,40,37.5,0.854,-0.9246,5.3924,6.317,0.2247,0.1579,41,23,0.6915,-1.6161,5,58,1,0,240,60,200,0,500,1
64,24,40,37.5,0.854,-0.9246,5.3924,6.317,0.2247,0.1579,41,23,0.6915,-1.6161,5,58,1,0,240,60,200,200,500,1
80,31,49,38.8,0.852,-1.5492,8.9408,10.49,0.2884,0.2141,72,8,-0.2536,-1.2956,0,68,11,1,180,15,300,0,0,1
80,31,49,38.8,0.852,-1.5492,8.9408,10.49,0.2884,0.2141,72,8,-0.2536,-1.2956,0,68,11,1,180,15,300,0,1000,1
40,12,28,30.0,0.851,-0.5781,3.2956,3.8737,0.2746,0.1383,24,16,1.8673,-2.4454,0,38,2,0,360,60,300,100,0,1
40,12,28,30.0,0.851,-0.5781,3.2956,3.8737,0.2746,0.1383,24,16,1.8673,-2.4454,0,38,2,0,360,60,300,100,1000,1
83,30,53,36.1,0.85,-1.2763,7.2242,8.5005,0.2408,0.1604,70,13,-1.4449,0.1686,0,79,4,0,120,60,200,0,0,1
83,30,53,36.1,0.85,-1.2763,7.2242,8.5005,0.2408,0.1604,70,13,-1.4449,0.1686,0,79,4,0,120,60,200,0,1000,1
83,30,53,36.1,0.85,-1.2763,7.2242,8.5005,0.2408,0.1604,70,13,-1.4449,0.1686,0,79,4,0,120,60,200,200,0,1
83,30,53,36.1,0.85,-1.2763,7.2242,8.5005,0.2408,0.1604,70,13,-1.4449,0.1686,0,79,4,0,120,60,200,200,1000,1
68,20,48,29.4,0.85,-1.1003,6.2202,7.3205,0.311,0.1525,48,20,-0.6738,-0.4265,8,58,2,0,240,30,300,100,500,1
60,30,30,50.0,0.848,-0.8546,4.7617,5.6163,0.1587,0.1872,37,23,-0.2735,-0.5811,0,59,1,0,360,15,200,0,0,1
60,30,30,50.0,0.848,-0.8546,4.7617,5.6163,0.1587,0.1872,37,23,-0.2735,-0.5811,0,59,1,0,360,15,200,0,1000,1
60,30,30,50.0,0.848,-0.8546,4.7617,5.6163,0.1587,0.1872,37,23,-0.2735,-0.5811,0,59,1,0,360,15,200,200,0,1
60,30,30,50.0,0.848,-0.8546,4.7617,5.6163,0.1587,0.1872,37,23,-0.2735,-0.5811,0,59,1,0,360,15,200,200,1000,1
79,21,58,26.6,0.842,-1.2516,6.6856,7.9372,0.3184,0.1368,69,10,-1.571,0.3194,0,70,9,0,180,30,300,100,0,1
79,28,51,35.4,0.841,-1.1291,5.9657,7.0948,0.2131,0.1391,69,10,-0.7853,-0.3438,5,70,4,0,180,30,200,100,500,1
87,35,52,40.2,0.838,-1.9775,10.1928,12.1703,0.2912,0.234,78,9,-2.6531,0.6756,30,56,1,0,120,30,300,0,300,1
74,27,47,36.5,0.835,-1.2587,6.3751,7.6338,0.2361,0.1624,54,20,-0.2997,-0.959,8,66,0,0,240,15,200,0,500,1
74,27,47,36.5,0.835,-1.2587,6.3751,7.6338,0.2361,0.1624,54,20,-0.2997,-0.959,8,66,0,0,240,15,200,200,500,1
41,16,25,39.0,0.835,-0.6267,3.1711,3.7978,0.1982,0.1519,25,16,0.8505,-1.4772,8,33,0,0,360,60,200,100,300,1
69,26,43,37.7,0.83,-1.1052,5.4077,6.5129,0.208,0.1515,48,21,-0.0761,-1.0291,14,55,0,0,240,30,200,0,300,1
69,26,43,37.7,0.83,-1.1052,5.4077,6.5129,0.208,0.1515,48,21,-0.0761,-1.0291,14,55,0,0,240,30,200,200,300,1
79,21,58,26.6,0.829,-1.3561,6.5811,7.9372,0.3134,0.1368,69,10,-1.6755,0.3194,1,70,8,0,180,30,300,100,1000,1
60,26,34,43.3,0.828,-0.939,4.5091,5.4481,0.1734,0.1602,37,23,-0.1336,-0.8054,0,59,1,0,360,15,200,100,0,1
60,26,34,43.3,0.828,-0.939,4.5091,5.4481,0.1734,0.1602,37,23,-0.1336,-0.8054,0,59,1,0,360,15,200,100,1000,1
80,33,47,41.2,0.827,-1.3088,6.2617,7.5705,0.1897,0.1611,69,11,-1.2808,-0.028,16,63,1,0,180,30,200,0,300,1
80,33,47,41.2,0.827,-1.3088,6.2617,7.5705,0.1897,0.1611,69,11,-1.2808,-0.028,16,63,1,0,180,30,200,200,300,1
77,24,53,31.2,0.827,-1.3177,6.2935,7.6112,0.2622,0.1436,58,19,-0.5397,-0.778,8,69,0,0,240,5,200,100,500,1
82,29,53,35.4,0.825,-1.7954,8.46,10.2554,0.2917,0.1935,73,9,-0.9901,-0.8053,0,72,10,0,180,5,300,200,0,1
82,29,53,35.4,0.825,-1.7954,8.46,10.2554,0.2917,0.1935,73,9,-0.9901,-0.8053,0,72,10,0,180,5,300,200,1000,1
51,15,36,29.4,0.819,-0.8975,4.0672,4.9647,0.2711,0.1379,29,22,0.6378,-1.5353,5,45,1,0,360,30,300,100,500,1
80,30,50,37.5,0.817,-1.4807,6.6244,8.1051,0.2208,0.1621,72,8,-0.3841,-1.0966,7,71,2,0,180,15,200,0,500,1
80,30,50,37.5,0.817,-1.4807,6.6244,8.1051,0.2208,0.1621,72,8,-0.3841,-1.0966,7,71,2,0,180,15,200,200,500,1
80,22,58,27.5,0.817,-1.4585,6.5025,7.961,0.2956,0.1373,72,8,-0.5312,-0.9273,20,60,0,0,180,15,300,100,300,1
90,31,59,34.4,0.816,-2.26,10.0123,12.2723,0.323,0.208,89,1,-2.1317,-0.1283,28,59,3,0,60,15,300,200,300,1
87,31,56,35.6,0.811,-1.7908,7.7034,9.4942,0.2485,0.1695,78,9,-2.8444,1.0536,0,81,6,0,120,30,200,0,0,1
87,31,56,35.6,0.811,-1.7908,7.7034,9.4942,0.2485,0.1695,78,9,-2.8444,1.0536,0,81,6,0,120,30,200,0,1000,1
87,31,56,35.6,0.811,-1.7908,7.7034,9.4942,0.2485,0.1695,78,9,-2.8444,1.0536,0,81,6,0,120,30,200,200,0,1
87,31,56,35.6,0.811,-1.7908,7.7034,9.4942,0.2485,0.1695,78,9,-2.8444,1.0536,0,81,6,0,120,30,200,200,1000,1
74,24,50,32.4,0.811,-1.3273,5.688,7.0153,0.237,0.1403,54,20,-0.3574,-0.9699,7,67,0,0,240,15,200,100,500,1
64,24,40,37.5,0.811,-1.2432,5.3433,6.5865,0.2226,0.1647,42,22,0.2351,-1.4783,15,49,0,0,240,60,200,0,300,1
64,24,40,37.5,0.811,-1.2432,5.3433,6.5865,0.2226,0.1647,42,22,0.2351,-1.4783,15,49,0,0,240,60,200,200,300,1
80,20,60,25.0,0.809,-1.5906,6.7489,8.3395,0.3374,0.139,72,8,-0.4658,-1.1248,0,72,7,1,180,15,300,100,0,1
83,25,58,30.1,0.804,-1.5413,6.3064,7.8477,0.2523,0.1353,70,13,-1.8012,0.2599,5,75,3,0,120,60,200,100,500,1
87,33,54,37.9,0.801,-2.3802,9.5588,11.939,0.2897,0.2211,78,9,-3.074,0.6938,28,58,1,0,120,30,300,200,300,1
80,26,54,32.5,0.799,-1.4976,5.9561,7.4537,0.2291,0.138,72,8,-0.3633,-1.1343,6,72,2,0,180,15,200,100,500,1
79,28,51,35.4,0.799,-1.4296,5.6652,7.0948,0.2023,0.1391,69,10,-1.0858,-0.3438,0,75,4,0,180,30,200,100,0,1
79,28,51,35.4,0.799,-1.4296,5.6652,7.0948,0.2023,0.1391,69,10,-1.0858,-0.3438,0,75,4,0,180,30,200,100,1000,1
82,21,61,25.6,0.798,-1.7252,6.7973,8.5225,0.3237,0.1397,73,9,-1.0241,-0.7011,8,69,5,0,180,5,300,100,500,1
83,23,60,27.7,0.797,-1.6175,6.367,7.9845,0.2768,0.1331,70,13,-1.2041,-0.4134,7,72,4,0,120,60,300,100,500,1
80,20,60,25.0,0.797,-1.6951,6.6444,8.3395,0.3322,0.139,72,8,-0.5703,-1.1248,1,72,6,1,180,15,300,100,1000,1
88,28,60,31.8,0.792,-2.3789,9.0763,11.4552,0.3242,0.1909,79,9,-2.73,0.3511,0,74,12,2,120,15,300,200,0,1
88,28,60,31.8,0.792,-2.3789,9.0763,11.4552,0.3242,0.1909,79,9,-2.73,0.3511,0,74,12,2,120,15,300,200,1000,1
82,23,59,28.0,0.791,-1.7001,6.4439,8.144,0.2802,0.138,73,9,-1.2295,-0.4706,20,62,0,0,180,5,300,100,300,1
90,31,59,34.4,0.789,-2.6806,10.0123,12.6929,0.323,0.2151,89,1,-2.5523,-0.1283,28,59,3,0,60,15,300,0,300,1
88,30,58,34.1,0.788,-2.691,9.9873,12.6783,0.3329,0.2186,82,6,-2.583,-0.108,13,68,6,1,120,5,300,0,500,1
77,29,48,37.7,0.786,-1.6833,6.1997,7.883,0.2138,0.1642,58,19,-1.1422,-0.5411,16,61,0,0,240,5,200,0,300,1
77,29,48,37.7,0.786,-1.6833,6.1997,7.883,0.2138,0.1642,58,19,-1.1422,-0.5411,16,61,0,0,240,5,200,200,300,1
74,28,46,37.8,0.785,-1.5685,5.7312,7.2997,0.2047,0.1587,54,20,-0.9055,-0.663,15,59,0,0,240,15,200,0,300,1
74,28,46,37.8,0.785,-1.5685,5.7312,7.2997,0.2047,0.1587,54,20,-0.9055,-0.663,15,59,0,0,240,15,200,200,300,1
61,28,33,45.9,0.782,-1.3094,4.7031,6.0125,0.168,0.1822,40,21,-0.957,-0.3524,13,48,0,0,360,5,200,0,300,1
61,28,33,45.9,0.782,-1.3094,4.7031,6.0125,0.168,0.1822,40,21,-0.957,-0.3524,13,48,0,0,360,5,200,200,300,1
83,30,53,36.1,0.781,-1.8593,6.6412,8.5005,0.2214,0.1604,70,13,-1.9724,0.1131,17,66,0,0,120,60,200,0,300,1
83,30,53,36.1,0.781,-1.8593,6.6412,8.5005,0.2214,0.1604,70,13,-1.9724,0.1131,17,66,0,0,120,60,200,200,300,1
90,34,56,37.8,0.778,-2.6667,9.3556,12.0223,0.2752,0.2147,87,3,-2.9188,0.2521,0,72,18,0,60,30,300,200,0,1
90,34,56,37.8,0.778,-2.6667,9.3556,12.0223,0.2752,0.2147,87,3,-2.9188,0.2521,0,72,18,0,60,30,300,200,1000,1
77,24,53,31.2,0.778,-1.7648,6.1714,7.9362,0.2571,0.1497,58,19,-1.0293,-0.7355,0,74,3,0,240,5,300,100,0,1
77,24,53,31.2,0.778,-1.7648,6.1714,7.9362,0.2571,0.1497,58,19,-1.0293,-0.7355,0,74,3,0,240,5,300,100,1000,1
68,25,43,36.8,0.777,-1.5032,5.229,6.7322,0.2092,0.1566,48,20,0.0336,-1.5368,0,65,3,0,240,30,200,0,0,1
68,25,43,36.8,0.777,-1.5032,5.229,6.7322,0.2092,0.1566,48,20,0.0336,-1.5368,0,65,3,0,240,30,200,0,1000,1
68,25,43,36.8,0.777,-1.5032,5.229,6.7322,0.2092,0.1566,48,20,0.0336,-1.5368,0,65,3,0,240,30,200,200,0,1
68,25,43,36.8,0.777,-1.5032,5.229,6.7322,0.2092,0.1566,48,20,0.0336,-1.5368,0,65,3,0,240,30,200,200,1000,1
77,28,49,36.4,0.774,-1.8336,6.2648,8.0984,0.2237,0.1653,58,19,-1.0894,-0.7442,0,75,2,0,240,5,200,0,0,1
77,28,49,36.4,0.774,-1.8336,6.2648,8.0984,0.2237,0.1653,58,19,-1.0894,-0.7442,0,75,2,0,240,5,200,0,1000,1
77,28,49,36.4,0.774,-1.8336,6.2648,8.0984,0.2237,0.1653,58,19,-1.0894,-0.7442,0,75,2,0,240,5,200,200,0,1
77,28,49,36.4,0.774,-1.8336,6.2648,8.0984,0.2237,0.1653,58,19,-1.0894,-0.7442,0,75,2,0,240,5,200,200,1000,1
90,33,57,36.7,0.771,-2.3128,7.7761,10.0889,0.2356,0.177,87,3,-1.5164,-0.7964,22,68,0,0,60,30,200,0,300,1
90,33,57,36.7,0.771,-2.3128,7.7761,10.0889,0.2356,0.177,87,3,-1.5164,-0.7964,22,68,0,0,60,30,200,200,300,1
90,31,59,34.4,0.766,-2.8338,9.2668,12.1006,0.2989,0.2051,89,1,-2.7055,-0.1283,5,68,17,0,60,15,300,200,500,1
76,36,40,47.4,0.763,-0.7084,2.2825,2.9909,0.0634,0.0748,60,16,-0.7401,0.0317,0,76,0,0,180,60,50,0,0,1
76,36,40,47.4,0.763,-0.7084,2.2825,2.9909,0.0634,0.0748,60,16,-0.7401,0.0317,0,76,0,0,180,60,50,0,300,1
76,36,40,47.4,0.763,-0.7084,2.2825,2.9909,0.0634,0.0748,60,16,-0.7401,0.0317,0,76,0,0,180,60,50,0,500,1
76,36,40,47.4,0.763,-0.7084,2.2825,2.9909,0.0634,0.0748,60,16,-0.7401,0.0317,0,76,0,0,180,60,50,0,1000,1
76,36,40,47.4,0.763,-0.7084,2.2825,2.9909,0.0634,0.0748,60,16,-0.7401,0.0317,0,76,0,0,180,60,50,100,0,1
76,36,40,47.4,0.763,-0.7084,2.2825,2.9909,0.0634,0.0748,60,16,-0.7401,0.0317,0,76,0,0,180,60,50,100,300,1
76,36,40,47.4,0.763,-0.7084,2.2825,2.9909,0.0634,0.0748,60,16,-0.7401,0.0317,0,76,0,0,180,60,50,100,500,1
76,36,40,47.4,0.763,-0.7084,2.2825,2.9909,0.0634,0.0748,60,16,-0.7401,0.0317,0,76,0,0,180,60,50,100,1000,1
76,36,40,47.4,0.763,-0.7084,2.2825,2.9909,0.0634,0.0748,60,16,-0.7401,0.0317,0,76,0,0,180,60,50,200,0,1
76,36,40,47.4,0.763,-0.7084,2.2825,2.9909,0.0634,0.0748,60,16,-0.7401,0.0317,0,76,0,0,180,60,50,200,300,1
76,36,40,47.4,0.763,-0.7084,2.2825,2.9909,0.0634,0.0748,60,16,-0.7401,0.0317,0,76,0,0,180,60,50,200,500,1
76,36,40,47.4,0.763,-0.7084,2.2825,2.9909,0.0634,0.0748,60,16,-0.7401,0.0317,0,76,0,0,180,60,50,200,1000,1
88,28,60,31.8,0.762,-2.9537,9.4412,12.3949,0.3372,0.2066,82,6,-2.8639,-0.0898,13,69,5,1,120,5,300,200,500,1
80,31,49,38.8,0.76,-1.8744,5.9368,7.8112,0.1915,0.1594,72,8,-1.2273,-0.6471,16,64,0,0,180,15,200,0,300,1
80,31,49,38.8,0.76,-1.8744,5.9368,7.8112,0.1915,0.1594,72,8,-1.2273,-0.6471,16,64,0,0,180,15,200,200,300,1
88,34,54,38.6,0.759,-2.1252,6.7105,8.8357,0.1974,0.1636,79,9,-2.9876,0.8624,0,85,3,0,120,15,200,0,0,1
88,34,54,38.6,0.759,-2.1252,6.7105,8.8357,0.1974,0.1636,79,9,-2.9876,0.8624,0,85,3,0,120,15,200,0,1000,1
88,34,54,38.6,0.759,-2.1252,6.7105,8.8357,0.1974,0.1636,79,9,-2.9876,0.8624,0,85,3,0,120,15,200,200,0,1
88,34,54,38.6,0.759,-2.1252,6.7105,8.8357,0.1974,0.1636,79,9,-2.9876,0.8624,0,85,3,0,120,15,200,200,1000,1
90,34,56,37.8,0.75,-3.1109,9.3556,12.4665,0.2752,0.2226,87,3,-3.363,0.2521,0,72,18,0,60,30,300,0,0,1
90,34,56,37.8,0.75,-3.1109,9.3556,12.4665,0.2752,0.2226,87,3,-3.363,0.2521,0,72,18,0,60,30,300,0,1000,1
80,30,50,37.5,0.749,-2.0342,6.0709,8.1051,0.2024,0.1621,72,8,-0.9376,-1.0966,0,78,2,0,180,15,200,0,0,1
80,30,50,37.5,0.749,-2.0342,6.0709,8.1051,0.2024,0.1621,72,8,-0.9376,-1.0966,0,78,2,0,180,15,200,0,1000,1
80,30,50,37.5,0.749,-2.0342,6.0709,8.1051,0.2024,0.1621,72,8,-0.9376,-1.0966,0,78,2,0,180,15,200,200,0,1
80,30,50,37.5,0.749,-2.0342,6.0709,8.1051,0.2024,0.1621,72,8,-0.9376,-1.0966,0,78,2,0,180,15,200,200,1000,1
79,28,51,35.4,0.749,-1.764,5.2727,7.0367,0.1883,0.138,69,10,-1.3912,-0.3728,13,65,1,0,180,30,200,100,300,1
40,12,28,30.0,0.748,-0.9776,2.8961,3.8737,0.2413,0.1383,24,16,1.4678,-2.4454,4,36,0,0,360,60,300,100,500,1
61,25,36,41.0,0.747,-1.4925,4.3958,5.8883,0.1758,0.1636,40,21,-0.8171,-0.6754,12,49,0,0,360,5,200,100,300,1
87,31,56,35.6,0.746,-2.4653,7.2554,9.7207,0.234,0.1736,78,9,-3.0699,0.6046,19,68,0,0,120,30,200,0,300,1
87,31,56,35.6,0.746,-2.4653,7.2554,9.7207,0.234,0.1736,78,9,-3.0699,0.6046,19,68,0,0,120,30,200,200,300,1
87,27,60,31.0,0.744,-2.2534,6.5568,8.8102,0.2428,0.1468,78,9,-3.1898,0.9364,5,78,4,0,120,30,200,100,500,1
88,29,59,33.0,0.74,-2.21,6.279,8.489,0.2165,0.1439,79,9,-2.7849,0.5749,7,80,1,0,120,15,200,100,500,1
80,26,54,32.5,0.737,-1.9586,5.4951,7.4537,0.2113,0.138,72,8,-0.8243,-1.1343,0,78,2,0,180,15,200,100,0,1
80,26,54,32.5,0.737,-1.9586,5.4951,7.4537,0.2113,0.138,72,8,-0.8243,-1.1343,0,78,2,0,180,15,200,100,1000,1
68,20,48,29.4,0.737,-1.9273,5.3932,7.3205,0.2697,0.1525,48,20,-1.0753,-0.852,0,65,3,0,240,30,300,100,0,1
68,20,48,29.4,0.737,-1.9273,5.3932,7.3205,0.2697,0.1525,48,20,-1.0753,-0.852,0,65,3,0,240,30,300,100,1000,1
90,31,59,34.4,0.736,-3.3187,9.2668,12.5855,0.2989,0.2133,89,1,-3.1904,-0.1283,5,68,17,0,60,15,300,0,500,1
68,20,48,29.4,0.735,-1.6473,4.5666,6.2139,0.2283,0.1295,48,20,0.1872,-1.8345,5,62,1,0,240,30,200,100,500,1
64,24,40,37.5,0.734,-1.6806,4.6364,6.317,0.1932,0.1579,41,23,0.0895,-1.7701,0,63,1,0,240,60,200,0,0,1
64,24,40,37.5,0.734,-1.6806,4.6364,6.317,0.1932,0.1579,41,23,0.0895,-1.7701,0,63,1,0,240,60,200,0,1000,1
64,24,40,37.5,0.734,-1.6806,4.6364,6.317,0.1932,0.1579,41,23,0.0895,-1.7701,0,63,1,0,240,60,200,200,0,1
64,24,40,37.5,0.734,-1.6806,4.6364,6.317,0.1932,0.1579,41,23,0.0895,-1.7701,0,63,1,0,240,60,200,200,1000,1
74,27,47,36.5,0.73,-2.0637,5.5701,7.6338,0.2063,0.1624,54,20,-1.1287,-0.935,0,73,1,0,240,15,200,0,0,1
74,27,47,36.5,0.73,-2.0637,5.5701,7.6338,0.2063,0.1624,54,20,-1.1287,-0.935,0,73,1,0,240,15,200,0,1000,1
74,27,47,36.5,0.73,-2.0637,5.5701,7.6338,0.2063,0.1624,54,20,-1.1287,-0.935,0,73,1,0,240,15,200,200,0,1
74,27,47,36.5,0.73,-2.0637,5.5701,7.6338,0.2063,0.1624,54,20,-1.1287,-0.935,0,73,1,0,240,15,200,200,1000,1
90,24,66,26.7,0.729,-2.675,7.197,9.872,0.2999,0.1496,87,3,-3.0807,0.4057,21,68,1,0,60,30,300,100,300,1
64,20,44,31.2,0.729,-1.5805,4.2435,5.824,0.2122,0.1324,41,23,0.1303,-1.7108,4,60,0,0,240,60,200,100,500,1
64,20,44,31.2,0.724,-1.6904,4.4269,6.1173,0.2213,0.139,42,22,0.0629,-1.7533,12,52,0,0,240,60,200,100,300,1
74,24,50,32.4,0.718,-1.9808,5.0345,7.0153,0.2098,0.1403,54,20,-1.0349,-0.9459,0,73,1,0,240,15,200,100,0,1
74,24,50,32.4,0.718,-1.9808,5.0345,7.0153,0.2098,0.1403,54,20,-1.0349,-0.9459,0,73,1,0,240,15,200,100,1000,1
90,33,57,36.7,0.716,-2.9149,7.3563,10.2712,0.2229,0.1802,87,3,-2.1185,-0.7964,3,78,9,0,60,30,200,0,500,1
90,33,57,36.7,0.716,-2.9149,7.3563,10.2712,0.2229,0.1802,87,3,-2.1185,-0.7964,3,78,9,0,60,30,200,200,500,1
83,25,58,30.1,0.713,-2.2548,5.5929,7.8477,0.2237,0.1353,70,13,-2.5147,0.2599,0,79,4,0,120,60,200,100,0,1
83,25,58,30.1,0.713,-2.2548,5.5929,7.8477,0.2237,0.1353,70,13,-2.5147,0.2599,0,79,4,0,120,60,200,100,1000,1
82,33,49,40.2,0.713,-2.3627,5.8825,8.2452,0.1783,0.1683,73,9,-1.3819,-0.9808,4,74,4,0,180,5,200,0,500,1
82,33,49,40.2,0.713,-2.3627,5.8825,8.2452,0.1783,0.1683,73,9,-1.3819,-0.9808,4,74,4,0,180,5,200,200,500,1
88,31,57,35.2,0.712,-3.4614,8.5541,12.0155,0.2759,0.2108,79,9,-3.3743,-0.0871,25,60,2,1,120,15,300,0,300,1
90,31,59,34.4,0.71,-3.9246,9.6195,13.5441,0.3103,0.2296,89,1,-3.7963,-0.1283,26,59,5,0,60,5,300,200,300,1
82,21,61,25.6,0.71,-2.4742,6.0483,8.5225,0.288,0.1397,73,9,-1.8106,-0.6636,0,74,8,0,180,5,300,100,0,1
82,21,61,25.6,0.71,-2.4742,6.0483,8.5225,0.288,0.1397,73,9,-1.8106,-0.6636,0,74,8,0,180,5,300,100,1000,1
83,22,61,26.5,0.709,-2.4076,5.8617,8.2693,0.2664,0.1356,70,13,-2.0387,-0.3689,17,66,0,0,120,60,300,100,300,1
80,26,54,32.5,0.706,-2.1766,5.219,7.3956,0.2007,0.137,72,8,-1.0423,-1.1343,14,66,0,0,180,15,200,100,300,1
77,24,53,31.2,0.703,-2.2109,5.2279,7.4388,0.2178,0.1404,58,19,-1.4625,-0.7484,13,64,0,0,240,5,200,100,300,1
74,24,50,32.4,0.702,-2.0396,4.8004,6.84,0.2,0.1368,54,20,-0.6837,-1.3559,12,62,0,0,240,15,200,100,300,1
77,23,54,29.9,0.701,-2.2732,5.338,7.6112,0.2321,0.1409,58,19,-1.5217,-0.7515,0,75,2,0,240,5,200,100,0,1
77,23,54,29.9,0.701,-2.2732,5.338,7.6112,0.2321,0.1409,58,19,-1.5217,-0.7515,0,75,2,0,240,5,200,100,1000,1
88,18,70,20.5,0.698,-2.9099,6.7125,9.6224,0.3729,0.1375,79,9,-3.3891,0.4792,11,74,2,1,120,15,300,100,500,1
90,31,59,34.4,0.695,-4.2212,9.6195,13.8407,0.3103,0.2346,89,1,-4.0929,-0.1283,26,59,5,0,60,5,300,0,300,1
90,31,59,34.4,0.695,-4.1309,9.4132,13.5441,0.3037,0.2296,89,1,-4.0026,-0.1283,6,67,17,0,60,5,300,200,500,1
87,27,60,31.0,0.695,-2.6909,6.1193,8.8102,0.2266,0.1468,78,9,-3.8193,1.1284,0,81,6,0,120,30,200,100,0,1
87,27,60,31.0,0.695,-2.6909,6.1193,8.8102,0.2266,0.1468,78,9,-3.8193,1.1284,0,81,6,0,120,30,200,100,1000,1
88,34,54,38.6,0.693,-2.8352,6.4064,9.2416,0.1884,0.1711,79,9,-3.2776,0.4424,16,72,0,0,120,15,200,0,300,1
88,34,54,38.6,0.693,-2.8352,6.4064,9.2416,0.1884,0.1711,79,9,-3.2776,0.4424,16,72,0,0,120,15,200,200,300,1
83,23,60,27.7,0.692,-2.4565,5.528,7.9845,0.2403,0.1331,70,13,-2.0431,-0.4134,0,77,6,0,120,60,300,100,0,1
83,23,60,27.7,0.692,-2.4565,5.528,7.9845,0.2403,0.1331,70,13,-2.0431,-0.4134,0,77,6,0,120,60,300,100,1000,1
52,22,30,42.3,0.692,-1.6236,3.6475,5.2711,0.1658,0.1757,29,23,-0.5583,-1.0653,10,42,0,0,360,30,200,0,300,1
52,22,30,42.3,0.692,-1.6236,3.6475,5.2711,0.1658,0.1757,29,23,-0.5583,-1.0653,10,42,0,0,360,30,200,200,300,1
90,31,59,34.4,0.687,-3.7923,8.3348,12.1271,0.2689,0.2055,89,1,-3.664,-0.1283,0,72,18,0,60,15,300,200,0,1
90,31,59,34.4,0.687,-3.7923,8.3348,12.1271,0.2689,0.2055,89,1,-3.664,-0.1283,0,72,18,0,60,15,300,200,1000,1
87,27,60,31.0,0.682,-2.7974,6.0128,8.8102,0.2227,0.1468,78,9,-3.4768,0.6794,15,72,0,0,120,30,200,100,300,1
83,25,58,30.1,0.682,-2.4963,5.3514,7.8477,0.2141,0.1353,70,13,-2.7007,0.2044,13,70,0,0,120,60,200,100,300,1
79,37,42,46.8,0.682,-1.6832,3.6033,5.2865,0.0974,0.1259,69,10,-1.1327,-0.5505,2,77,0,0,180,30,100,0,300,1
79,37,42,46.8,0.682,-1.6832,3.6033,5.2865,0.0974,0.1259,69,10,-1.1327,-0.5505,2,77,0,0,180,30,100,100,300,1
79,37,42,46.8,0.682,-1.6832,3.6033,5.2865,0.0974,0.1259,69,10,-1.1327,-0.5505,2,77,0,0,180,30,100,200,300,1
90,31,59,34.4,0.68,-4.4275,9.4132,13.8407,0.3037,0.2346,89,1,-4.2992,-0.1283,6,67,17,0,60,5,300,0,500,1
90,20,70,22.2,0.676,-3.1874,6.6464,9.8338,0.3323,0.1405,89,1,-3.1874,0.0,18,70,2,0,60,15,300,100,300,1
87,22,65,25.3,0.673,-3.3681,6.9292,10.2973,0.315,0.1584,78,9,-4.2115,0.8434,8,73,6,0,120,30,300,100,500,1
82,33,49,40.2,0.673,-2.6614,5.4814,8.1428,0.1661,0.1662,73,9,-1.8281,-0.8333,13,68,1,0,180,5,200,0,300,1
82,33,49,40.2,0.673,-2.6614,5.4814,8.1428,0.1661,0.1662,73,9,-1.8281,-0.8333,13,68,1,0,180,5,200,200,300,1
88,33,55,37.5,0.671,-3.3298,6.7993,10.1291,0.206,0.1842,81,7,-3.5703,0.2405,6,80,2,0,120,5,200,0,500,1
88,33,55,37.5,0.671,-3.3298,6.7993,10.1291,0.206,0.1842,81,7,-3.5703,0.2405,6,80,2,0,120,5,200,200,500,1
60,24,36,40.0,0.664,-2.0252,3.998,6.0232,0.1666,0.1673,40,20,-1.2217,-0.8035,3,56,1,0,360,5,200,100,500,1
88,18,70,20.5,0.663,-3.2266,6.3415,9.5681,0.3523,0.1367,79,9,-3.8978,0.6712,0,78,8,2,120,15,300,100,0,1
88,18,70,20.5,0.663,-3.2266,6.3415,9.5681,0.3523,0.1367,79,9,-3.8978,0.6712,0,78,8,2,120,15,300,100,1000,1
60,27,33,45.0,0.663,-2.0861,4.1053,6.1914,0.152,0.1876,40,20,-1.3616,-0.7245,3,56,1,0,360,5,200,0,500,1
60,27,33,45.0,0.663,-2.0861,4.1053,6.1914,0.152,0.1876,40,20,-1.3616,-0.7245,3,56,1,0,360,5,200,200,500,1
90,31,59,34.4,0.661,-4.2772,8.3348,12.612,0.2689,0.2138,89,1,-4.1489,-0.1283,0,72,18,0,60,15,300,0,0,1
90,31,59,34.4,0.661,-4.2772,8.3348,12.612,0.2689,0.2138,89,1,-4.1489,-0.1283,0,72,18,0,60,15,300,0,1000,1
